,title,label
359,비트코인이더리움솔라나리플 상승 폭 줄여증산 합의 잡음내주 금융시장,1
360,마이클 세일러 이더리움은 증권 비트코인만 암호화폐 상품,0
361,자이언트스텝 가능성 환율금리유가 불안 금리 역전 비상비트코인이,-1
362,Fed 수장 금리 속도조절 발언에 비트코인 8 급등코인러 들썩 코인스캐너,1
363,오지스 이더리움 공식 개발 툴에 클레이튼 네트워크 연결 지원,0
364,속보비트코인이더리움 상승세 추가 하락 가능성 전망,0
365,삼성전자 상승 유가환율금리 체크하며 어닝시즌 봐야비트코인이더리,1
366,출근길 가상화폐 시세 비트코인 112↓ 이더리움 105↑,1
367,비트코인과 이더리움 재반등 보여실적 시즌 경계감 뚜렷해 샌드박스웨이브,1
368,헥슬란트 이더리움 지갑 CAEOA 전환 지원,0
369,코스피 하락 비트코인이더리움솔라나 안정된 흐름미 선물 하락 속 어닝,-1
370,가상화폐 비트코인이더리움 소폭 하락비트 2만1000천 달러선 유지,-1
371,비트코인이더리움솔라나 안정적인 박스권유가환율금리 등 팩트 충실하,0
372,오지스 이더리움 공식 개발 툴에 클레이튼 연결 지원,0
373,코인시황 비트코인 3 상승 2만1689달러 폴리곤 20 폭등?이더리움 10 급,1
374,19일 급등 코인 무비블록 29 상승 이더리움 클래식베라시티 등 917,1
375,미 증시 하락ECB 50bp 금리인상FOMC 주목비트코인이더리움솔라나웨이,0
376,이걸로 대출 8천만원 갚을 듯 순식간에 폭등 갑자기 왜이래,1
377,비트코인 안도랠리 다시 반등 2600만원대 이더리움 146만원 도지코인 81,1
378,NFT 대출 기관 옴니Omni 18억원 상당 이더리움 해킹 피해,-1
379,FOMC까지 실적 변수 따를 듯거시지표 살펴야비트코인이더리움 회복 속 샌,1
380,FOMC까지 실적 변수 따를 듯거시지표 살펴야비트코인이더리움 회복 속 샌,1
381,유가환율금리 안정적 모습 비트코인이더리움솔라나웨이브 숨고르,0
382,가상화폐 시세 비트코인 2800만원선으로 하락도지코인 87원선 이더리움 ,-1
383,코인동향 지금 주간 상승률 높은 코인은이더리움클래식 7656↑솔브케어,1
384,이더리움 11주 하락장 벗어나 3주째 매입 강세,0
385,포커스비트코인이더리움 추가 하락美연준에 달렸다,-1
386,6월에만 비트코인 37이더리움 45↓ 사상최악의 한 달,-1
387,비트코인이더리움 낙폭 줄여 테슬라 노이즈 미 SEC 발언 관심웨이브솔,0
388,코인동향 지금 주간 상승률 높은 코인은솔브케어 6731↑이더리움클래식,1
389,비트코인 2600만원대리플이더리움 보합세,0
390,노보그라츠 이더리움 1천달러선 지켜낼 것ETH 투자상품 3주 연속 순유입,0
391,코인 공포탐욕지수 중립 312p↓ 거래액 45조원 비트코인 시세 14만원,-1
392,CPI 91 상승미 선물 큰폭 하락 전환고점론 대두비트코인이더리움솔,0
393,비트코인 2900만원대 돌파할까이더리움이더리움클래식폴리곤 급등페이,1
394,비트코인 2700만원대 상승이더리움 156만원대,1
395,미스블록 메인넷 이더리움에서 클레이튼으로 마이그레이션 진행,0
396,비트코인 전도사 이더리움 상품보다는 증권 성격 강해,0
397,이더리움은 증권이다비탈린 부테린 노골적인 거짓말 반박,0
398,금통위와 CPI 경계 팽배금리환율 주의 이더리움비트코인솔라나웨이브,0
399,中 인기 셀피앱 개발사 비트코인이더리움 투자했다 590억 손실,0
